,date,open,close,high,low,volume,code
144,2017-08-07,12.736,12.796,12.815,12.697,295284.0,600000
145,2017-08-08,12.776,12.736,12.796,12.697,235702.0,600000
146,2017-08-09,12.707,12.627,12.746,12.617,323038.0,600000
147,2017-08-10,12.608,12.657,12.746,12.568,440560.0,600000
148,2017-08-11,12.588,12.548,12.598,12.33,888900.0,600000
149,2017-08-14,12.489,12.429,12.499,12.39,455620.0,600000
150,2017-08-15,12.449,12.459,12.627,12.429,625919.0,600000
151,2017-08-16,12.429,12.36,12.429,12.34,338865.0,600000
152,2017-08-17,12.36,12.4,12.42,12.34,390911.0,600000
153,2017-08-18,12.37,12.38,12.439,12.33,359766.0,600000
154,2017-08-21,12.37,12.38,12.439,12.33,338102.0,600000
155,2017-08-22,12.38,12.301,12.4,12.281,588299.0,600000
156,2017-08-23,12.311,12.439,12.528,12.281,968715.0,600000
157,2017-08-24,12.449,12.34,12.528,12.321,621531.0,600000
158,2017-08-25,12.34,12.647,12.667,12.34,1455906.0,600000
159,2017-08-28,12.697,12.756,12.825,12.617,1041131.0,600000
160,2017-08-29,12.716,12.825,12.845,12.637,600639.0,600000
161,2017-08-30,12.776,12.736,12.845,12.687,604799.0,600000
162,2017-08-31,12.697,12.578,12.707,12.518,447903.0,600000
163,2017-09-01,12.548,12.637,12.736,12.548,392641.0,600000
164,2017-09-04,12.647,12.647,12.707,12.518,356674.0,600000
165,2017-09-05,12.647,12.895,12.954,12.647,734930.0,600000
166,2017-09-06,12.855,12.825,12.914,12.766,338235.0,600000
167,2017-09-07,12.805,12.716,12.885,12.687,382247.0,600000
168,2017-09-08,12.716,12.895,12.984,12.697,647780.0,600000
169,2017-09-11,13.013,12.855,13.013,12.815,522347.0,600000
170,2017-09-12,12.865,12.904,12.904,12.776,510123.0,600000
171,2017-09-13,12.875,12.736,12.875,12.726,319728.0,600000
172,2017-09-14,12.746,12.716,12.845,12.677,241608.0,600000
173,2017-09-15,12.687,12.697,12.726,12.617,248743.0,600000
174,2017-09-18,12.687,12.776,12.825,12.667,357475.0,600000
175,2017-09-19,12.796,12.766,12.815,12.687,301701.0,600000
176,2017-09-20,12.746,12.746,12.796,12.697,198671.0,600000
177,2017-09-21,12.726,12.736,12.815,12.697,201402.0,600000
178,2017-09-22,12.707,12.756,12.786,12.657,241926.0,600000
179,2017-09-25,12.756,12.805,12.815,12.578,506876.0,600000
180,2017-09-26,12.756,12.726,12.796,12.716,221633.0,600000
181,2017-09-27,12.697,12.716,12.776,12.627,263747.0,600000
182,2017-09-28,12.716,12.707,12.746,12.637,241249.0,600000
183,2017-09-29,12.687,12.736,12.776,12.677,198222.0,600000
184,2017-10-09,13.132,12.904,13.152,12.865,521490.0,600000
185,2017-10-10,12.914,12.964,12.964,12.845,274939.0,600000
186,2017-10-11,12.944,12.924,12.974,12.895,187063.0,600000
187,2017-10-12,12.914,12.914,12.954,12.835,171252.0,600000
188,2017-10-13,12.875,12.805,12.944,12.786,208575.0,600000
189,2017-10-16,12.845,12.904,12.924,12.805,236111.0,600000
190,2017-10-17,12.904,12.855,12.924,12.805,146923.0,600000
191,2017-10-18,12.855,12.934,12.964,12.796,454587.0,600000
192,2017-10-19,12.895,12.993,13.023,12.845,528811.0,600000
193,2017-10-20,12.954,12.875,12.964,12.875,172284.0,600000
194,2017-10-23,12.885,12.707,12.895,12.697,315638.0,600000
195,2017-10-24,12.707,12.726,12.815,12.687,272360.0,600000
196,2017-10-25,12.726,12.766,12.805,12.687,207438.0,600000
197,2017-10-26,12.736,12.687,12.746,12.647,252751.0,600000
198,2017-10-27,12.716,12.716,12.805,12.687,326738.0,600000
199,2017-10-30,12.707,12.568,12.707,12.459,747136.0,600000
200,2017-10-31,12.469,12.479,12.528,12.449,201207.0,600000
201,2017-11-01,12.499,12.41,12.588,12.4,353687.0,600000
202,2017-11-02,12.39,12.4,12.439,12.301,482670.0,600000
203,2017-11-03,12.4,12.449,12.469,12.301,328481.0,600000
204,2017-11-06,12.429,12.34,12.429,12.321,200168.0,600000
205,2017-11-07,12.36,12.41,12.469,12.281,386773.0,600000
206,2017-11-08,12.41,12.449,12.548,12.36,371341.0,600000
207,2017-11-09,12.439,12.42,12.499,12.4,174633.0,600000
208,2017-11-10,12.41,12.499,12.499,12.33,499253.0,600000
209,2017-11-13,12.518,12.667,12.716,12.499,780093.0,600000
210,2017-11-14,12.627,12.469,12.637,12.449,337549.0,600000
211,2017-11-15,12.469,12.469,12.499,12.42,280765.0,600000
212,2017-11-16,12.439,12.261,12.439,12.251,356807.0,600000
213,2017-11-17,12.251,12.647,12.667,12.251,1093365.0,600000
214,2017-11-20,12.568,12.716,12.726,12.479,614954.0,600000
215,2017-11-21,12.677,12.805,13.033,12.617,1161794.0,600000
216,2017-11-22,12.865,13.092,13.3,12.865,1145762.0,600000
217,2017-11-23,13.102,12.924,13.182,12.776,819126.0,600000
218,2017-11-24,12.974,12.954,13.043,12.796,596124.0,600000
219,2017-11-27,12.954,12.964,12.984,12.677,792502.0,600000
220,2017-11-28,12.895,12.805,12.934,12.786,340319.0,600000
221,2017-11-29,12.815,12.805,12.904,12.677,418467.0,600000
222,2017-11-30,12.776,12.776,12.815,12.667,399163.0,600000
223,2017-12-01,12.796,12.776,12.815,12.677,385774.0,600000
224,2017-12-04,12.736,12.786,12.805,12.707,364792.0,600000
225,2017-12-05,12.786,13.033,13.132,12.776,1237967.0,600000
226,2017-12-06,12.984,12.825,13.023,12.776,435649.0,600000
227,2017-12-07,12.815,12.825,12.895,12.776,348022.0,600000
228,2017-12-08,12.845,12.796,12.855,12.736,312962.0,600000
229,2017-12-11,12.786,12.835,12.904,12.716,366499.0,600000
230,2017-12-12,12.835,12.617,12.835,12.608,303700.0,600000
231,2017-12-13,12.667,12.608,12.677,12.499,193453.0,600000
232,2017-12-14,12.657,12.558,12.657,12.528,161416.0,600000
233,2017-12-15,12.558,12.489,12.598,12.479,162101.0,600000
234,2017-12-18,12.578,12.518,12.578,12.479,134456.0,600000
235,2017-12-19,12.518,12.617,12.627,12.489,183996.0,600000
236,2017-12-20,12.627,12.598,12.627,12.469,266398.0,600000
237,2017-12-21,12.538,12.568,12.647,12.469,210523.0,600000
238,2017-12-22,12.548,12.489,12.588,12.479,160769.0,600000
239,2017-12-25,12.479,12.459,12.548,12.429,193066.0,600000
240,2017-12-26,12.439,12.509,12.528,12.429,152257.0,600000
241,2017-12-27,12.518,12.489,12.528,12.4,327318.0,600000
242,2017-12-28,12.469,12.41,12.528,12.4,238708.0,600000
243,2017-12-29,12.39,12.459,12.489,12.38,163518.0,600000
